"id","text"
5030,"""It’s important that animal rights activists and animal farmers come together to fight their common enemy: the animal agriculture industry.""

We couldn't agree more. Jack McGovan's latest article for @Sentient_Media is a really interesting read. https://t.co/gy0QOo5ijg"
5031,"@jeremycorbyn What has been done to Assange are human rights abuses in a supposedly humane democratic country. Priti Patel must do the right thing and grant Julian his freedoms. Thank you @jeremycorbyn for standing up for Julian, for truth &amp; justice❤ #FreeAssange"
5032,"We are hosting a zoom husting event on Tuesday 12th April at 6pm for you to hear directly from the parties about their plans for animal welfare legislation 🗳️📣- 
register here: https://t.co/T4StKjgcea"
5033,"@ABreakingWorld Checked the insta account, looks like these people support horse jumping contests, which is not a sign of animal welfare😢"
5034,"@leemottershead @tony_calvin @DizzyJB @boyciesbetting A lot of people need to wake up. Convincing the rest of the population that the sport makes animal welfare a top priority is a tough sell when you can't even show that human welfare is..."
5035,"@ShaneMcAuliffe1 @MayoCorncrake77 @hynessl @pippa_hackett @rodericogorman @greenparty_ie @paulinegalway @RoisinGarvey @VincentPMartin1 @EamonRyan @cathmartingreen @BrianLeddin @GreenPartyNI @GreenNews_ie Animal health and welfare is not concerned with aquaculture? With an industry where mass mortality events are a regular occurrence?! No surprise, IFA took the salmon pharming dirty money years ago. Paid to lobby for a filthy industry that would shame other members if they knew"
5036,"Socrates on how animal agriculture, consumption and greed, leads to war. 

From David Nibert’s “Animal Rights Human Rights: entanglements of oppression and liberation” https://t.co/onwYTGhyWA"
5037,"Will the #conflict in #Ukraine lead to #food and #grain shortages? There are straight forward #solutions respectful of #animal welfare says @rcbregman. See conversion thread https://t.co/vfQiygWnCE"
5038,"ICAR-CCARI, GOA Celebrates 33rd Foundation Day

Parveen Kumar, Director, ICAR-CCARI, Arun Kumar Mishra, Secretary, Animal Husbandry &amp; Veterinary Services, Social Welfare &amp;  Dr Dinesh Kannan, Conservation of Forests graced the occasion. 

1/2 https://t.co/eWGofhHW2M"
5039,"@PaddyRua @rfwalsh86 @pippa_hackett @farmersjournal She was wrong with that webinar last September and when the media called her out on it the Green Party stopped promoting it and all evidence of it from social media disappeared. Blatant lies were told by animal rights activists. It was disgraceful"
5040,"@KCrowley99 @MayoCorncrake77 @hynessl @pippa_hackett @rodericogorman @greenparty_ie @paulinegalway @RoisinGarvey @VincentPMartin1 @EamonRyan @cathmartingreen @BrianLeddin @GreenPartyNI @GreenNews_ie That would be a question for the aquaculture committee, I cover animal health &amp; welfare, it's not something I have any experience or knowledge of I am afraid."
5041,"Our Animal Welfare Team recently got called out to a badger in need of help 🦡 She was swiftly rescued by our team and brought back to our centre for some much needed food and rest. The next day, we took her to @RSPCAWestHatch for rehabilitation 💙 https://t.co/D27Xz42VaZ"
5042,"The problem is that humanity *itself* turns out to be one such fiction: human nature isn't a ""given"", but is the subject of technological control, as any other animal might be; human rights, likewise, are revealed as a mere fiction."
5043,"Coming Soon! St Edmund Eco Wildcats are on the ball! The Jr/Int team (+new recruits) met this week to discuss issues that are important to kids these days: animal rights, using water and electricity responsibly and bringing reusable water bottles are top priorities! 💦🌎 https://t.co/7ert4EdkWl"
5044,"@shishnetwork Project SHISH is a meme-based project that uses NFT Artwork to promote animal lovers,artists and protectors animal rights.#SHISH #ShishNetwork #Meme #Memes #NFT #Dapp #CrossChain #bounty #Shisha #ToTheJupiter #ToTheJup #Jupiter $SHISH $Shisha $ShishNetwork #ShishArt"
5045,"Action Center: Online Animal Rights Advocacy | PETA via @peta https://t.co/8Ah1T9Xdc1"
5046,"@NewGameRocks @IamOnir Wtf. No. Hitler was vegan and did a lot for animal welfare. Still Fash."
5047,"A vet in this animal hospital who claimed himself from #NTU but he chose to ignore the stray animals life dying in front of him.🤬🤬🤬
Even a death row prisoner has rights!! When it comes to animal it just all changed!😡 https://t.co/X5yWScwm7Y"
5048,"Action Center: Online Animal Rights Advocacy | PETA via @peta https://t.co/R91rKCB15Q"
5049,"@ThembisileT33 I heard from Lusaka Animal Welfare Society. They said they called the LCC to ask for help with the dog you found.

LCC said they will pick up the dog. Please, if you would be so kind, let me know if they don't. Will you provide a more specific location in case they ask? Cheers."
5050,"Alain Riggi, Global Poultry Manager at Phileo highlights how the multifactorial #benefits of #postbiotic Safmannan® in ensuring animal #welfare and the safety of #food in your plate contributes to #global #sustainability 🐔

https://t.co/Mod9IoYU64"
5051,"🌱@EP_Agriculture's #OrganicFarming INI report emphasizes the responsibility of member states to implement the #EUFarm2Fork strategy. MEPs need to clarify that a transition to sustainable agriculture goes hand in hand with higher animal welfare &amp; a reduction in livestock farming."
5052,"@farmer_richiet @howemill @pete_ar_fryn Really good points above. As an example of how good genetics improve animal welfare: within 10 years the once appallingly common Foot Rot is now a rare sight thanks to removal of susceptible animals and vaccination and treatments. https://t.co/Cu6OYkjFGP"
5053,"Action Center: Online Animal Rights Advocacy | PETA via @peta https://t.co/FnHLADGlmj"
5054,"@Lorircollie @Sketchyjgaming @jrabbitt77 1), to respectfully answer your question, human rights in China are fine in most aspects, not like portrayed in west propaganda. but animal rights, we do have a long way to go. I think one of the reasons is that the old generations, who are now in government offices, they lived"
5055,"Animal welfare organisations have slammed plans to reduce restrictions on Australia's live sheep export trade. A new survey reveals 80% of locals rejected the proposal which could see sheep exported during the hottest time of the year. https://t.co/PNrJc2LX5T @LizzyAboud #7NEWS https://t.co/TenIWE2L5s"
5056,"@Nikolaj_Bi @AdamHartScience - hunting a wild animal that's lived a full life in its natural habitat, with the potential to suffer a much more frightening and painful death, compared to farmed livestock that may experience a number of different welfare problems in life, but may have a quick, ""humane"" death."
5057,"@Nikolaj_Bi @AdamHartScience This thread is fascinating, thank you! In your thesis did you look at attitudes to animal welfare/pain and suffering at all within the context of hunting? 
I also really want to dig deeper into understanding the attitudes over hunting, conservation and anti factory farming."
5058,"@domdyer70 Thanks for info.  More I learn about Canada, it is becoming apparent, there is a real dark side to them, both with human rights and animal rights; always thought they were ok and liberal; but there are reports sexual violence against their indigenous women &amp; they are disappearing"
5059,"As per the orders of the Karnataka Animal Welfare Board (KAWB), an inspection of pet shops is being carried out in all 56 pet shops and markets in the city. The board formed a committee of four members this week to carry out the inspection 
https://t.co/bZ3ahWyCkW"
5060,"Many congratulations to my good friend and colleague Professor Axel Kornerup Hansen on becoming the European Winner of the World Veterinary Association's Animal Welfare Award! https://t.co/KtAbmyFjrL #3rs #AnimalWelfare https://t.co/oDbqbEiT8b"
5061,"@nature_pepe @domdyer70 Interesting view, especially given I thought you had strong views on animal rights, @nature_pepe. Apparently it used live bait, thought you would have issues with that? https://t.co/v4V44TtvCh"
5062,"Animal rights parties worldwide in solidarity with people and animals in Ukraine - Party for the Animals https://t.co/BGOzhTVJJa via @Party4Animals"
5063,"european besties this is for u &lt;3 it’s for animal rights and to not bring back testing on animals !! https://t.co/0lpP7nKbOq"
5064,"zeehondenjacht canada | International Fund for Animal Welfare https://t.co/rqVOQYaCj6"
5065,"I don't say human rights because animal rights are included in this"
5066,"GM!

My days are busy but good.🤗Today, we talked about my exhibition and the animal rights association in Ekotürk “Our Friends"" program.We’ll help animal shelters wth some of the income of the exhibition.🐶🖤

You can see the exhibition in Akaretler until the 10th of April🍀✨ https://t.co/cKhZz6r17u"
5067,"@The_Naija_Boy @BTwhooo @Notoriousjb2 @biggiebae420 @FineNFilm Listening to someone isn’t a human right , dismissing people is a prerogative of an individual. You would dismiss someone who hates animals from a conversation about animal rights. They have a skewed opinion from the outset and wouldn’t add anything constructive to the convo."
5068,"Yes, it is rather infuriating when animal rights are respected and protected more than than human rights for men and boys.

#BornPerfect #circumcision #GenitalMutilation #GenitalAutonomyRevolution #MedicalFraud #MedicalMalPractice #IDidNotConsent #StopEasterFGM #IAmNotThankful https://t.co/b7qAP85Qvg https://t.co/H11F2Yzz32"
5069,"@ChilternsJane @WEP_UK Fun Fact. When they stood in the General Election, they got less votes than the BNP and the Animal Welfare party...."
5070,"@coopuk This isn't funny!

https://t.co/k0dczBFSEQ"
5071,"@FiveGuys There's no excuse for @FiveGuys' awful animal welfare standards! https://t.co/RqOa42RvNM"
5072,"@FiveGuys_ES It's appalling that @FiveGuys has lower animal welfare standards than Burger King and KFC! 😡 https://t.co/RqOa42RvNM #FiveGuysFail"
5073,"@ray__yoshida What if you are protesting climate or animal welfare but you don't disrupt traffic?"
5074,"@FiveGuys There's no excuse for @FiveGuys' awful animal welfare standards! https://t.co/kxQ2zV94iF"
5075,"@FiveGuys_ES It's appalling that @FiveGuys has lower animal welfare standards than Burger King and KFC! 😡 https://t.co/kxQ2zV94iF #FiveGuysFail"
5076,"@Annieissosweet @Sketchyjgaming @jrabbitt77 Yes it is disgusting. But why is China still like this with Human rights? Animal rights?"
